# OUT-OF-CORPUS QRELS for SQUAD evaluation set on FineWeb
# Generated: 2026-02-07T23:38:23.666152
# Model: Qwen/Qwen3-8B
# Top-K: 100
# Total questions: 10570
# Questions out-of-corpus: 3010
#
# Format: qid, question, official_answer
#====================================================================

6449, Who do most jurisdictions say can give scheduled drugs to the public?, only pharmacists
6451, What is the estimate of how many physicians give out drugs on their own?, 7 to 10 percent
6452, What are pharmacists forbidden to do?, form business partnerships with physicians or give them "kickback" payments
6453, What is another country that permits physicians to give out drugs from within their practice?, Austria
6454, Where are some physicians permitted to prescribe and give out medications within their practices?, In some rural areas in the United Kingdom
6457, Why is majority rule used?, the high risk of a conflict of interest and/or the avoidance of absolute powers
6458, Why might a physician diagnose a large number of conditions?, because he or she can then sell more medications to the patient
6459, What do rules about conflict of interest involving doctors diagnosing patients resemble?, the checks and balances system of the U.S. and many other governments.
6460, How else might a physician take advantage of self-interest?, exaggerating their seriousness
6461, Where might the doctor's self-interest be at odds with the patient's self-interest?, in obtaining cost-effective medication and avoiding the unnecessary use of medication that may have side-effects
6463, What responsibilities are pharmacists believed to be taking on more in the future?, increasingly expected to be compensated for their patient care skills
6464, What is included in Medication Therapy Management?, clinical services that pharmacists can provide for their patients
6466, What are outcomes expected with Medication Therapy Management?, a reconciliation of medication and patient education resulting in increased patient health outcomes and decreased costs to the health care system
6473, What symbol was employed until early in the 20th century?, The show globe
6477, What is the immune system?, a system of many biological structures and processes within an organism that protects against disease
6479, What are two of its subsystems?, the innate immune system versus the adaptive immune system
6481, What is the immune system?, biological structures and processes within an organism
6483, What are two of its subsystems?, innate immune system versus the adaptive immune system
6490, What are the two different types of immunity?, humoral immunity versus cell-mediated immunity
6492, How do pathogens avoid detection?, Pathogens can rapidly evolve and adapt
6501, When does immunodeficiency occur?, when the immune system is less active than normal
6509, What even is the earliest known reference to immunity?, plague of Athens in 430 BC
6516, When was the first known historical reference to immunity?, Athens in 430 BC
6534, What is an example of a mechanical barrier on leaves?, The waxy cuticle
6538, What are the anitmicrobial peptides secreted by the skin called?, β-defensins
6543, What serves as a biological barrier by competing for space and food in the GI tract?, commensal flora
6548, What causes the symptoms of inflammation?, increased blood flow into tissue
6556, Phagocytosis first evolved as means of doing what?, acquiring nutrients
6559, What percentage of leukocytes do neutrophils represent?, 50% to 60%
6565, What are three kinds of phagocytes?, macrophages  neutrophils  and dendritic cells
6585, What toxin induces apoptosis in the target cell?, granulysin
6592, Gamma delta T cells share the characteristics of what other types of T cells?, helper T cells  cytotoxic T cells and NK cells
6594, What type of T cells help with both innnate and adaptive immunity?, γδ T cells
6596, What kind of human T cells respond to common molecules produced by microbes?, Vγ9/Vδ2 T cells
6608, Hormones can alter the sensitivity of the immune system  so they can be referred to as what?, immunomodulators
6612, What is a protein that is closely intertwined with circadian rhythms?, NFIL3
6615, What is partially responsible for weakened immune response in older individuals?, decline in hormone levels with age
6633, In what two age groups is the strength of the immune system reduced?, the young and the elderly
6635, What are some causes of reduced immune function in developed countries?, obesity  alcoholism  and drug use
6643, In a type III secretion system  proteins are transported to the host cell in order to do what?, shut down host defenses
6644, The success of pathogens is predicated on their ability to do what?, elude host immune responses
6650, Low doses of anti-inflammatories are sometimes used with what classes of drugs?, cytotoxic or immunosuppressive drugs
6653, What are examples of differentiated effector cells that peak during wake periods?, cytotoxic natural killer cells and CTLs (cytotoxic T lymphocytes)
6674, What were the two main theories of immunity at the end of the 19th century?, "cellular" and "humoral" theories of immunity
6682, Cytokine TBF-B suppresses the activity of what cell types?, macrophages and lymphocytes
6702, At what size and larger can drugs elicit a neutralizing immune response?, >500 Da
6729, What is Creon trying to stop Antigone from doing in the play? , giving her brother Polynices a proper burial
6733, What was the protest in Antigone about?, giving her brother Polynices a proper burial
6736, His poem is considered the first kind of what type of protest?, nonviolent
6742, What was the principle shown in The Mark of Anarchy?, principle of nonviolent protest
6751, How has civil disobedience evolved in current times?, code-word describing the activities of muggers  arsonists  draft evaders
6752, Who gave a negative connotation to civil disobedience in recent history?, Vice President Agnew
6753, What issue has been plaguing the civil disobedience movement., ambiguity
6756, Le grand asks for a variance of what three terms?, lawful protest demonstration  nonviolent civil disobedience  and violent civil disobedience
